,u,i,ts,label,idx
298684,249,88,662688000.0,0.0,298685
298685,88,249,662688000.0,0.0,298686
298686,88,238,662688000.0,0.0,298687
298687,88,44,662688000.0,0.0,298688
298688,88,62,662688000.0,0.0,298689
298689,62,88,662688000.0,0.0,298690
298690,88,171,662688000.0,0.0,298691
298691,130,88,662688000.0,0.0,298692
298692,88,224,662688000.0,0.0,298693
298693,88,138,662688000.0,0.0,298694
298694,138,88,662688000.0,0.0,298695
298695,88,252,662688000.0,0.0,298696
298696,252,88,662688000.0,0.0,298697
298697,88,53,662688000.0,0.0,298698
298698,54,88,662688000.0,0.0,298699
298699,20,88,662688000.0,0.0,298700
298700,88,20,662688000.0,0.0,298701
298701,88,107,662688000.0,0.0,298702
298702,78,88,662688000.0,0.0,298703
298703,88,78,662688000.0,0.0,298704
298704,18,88,662688000.0,0.0,298705
298705,88,160,662688000.0,0.0,298706
298706,160,88,662688000.0,0.0,298707
298707,8,88,662688000.0,0.0,298708
298708,88,96,662688000.0,0.0,298709
298709,96,88,662688000.0,0.0,298710
298710,88,52,662688000.0,0.0,298711
298711,88,180,662688000.0,0.0,298712
298712,180,88,662688000.0,0.0,298713
298713,88,23,662688000.0,0.0,298714
298714,23,88,662688000.0,0.0,298715
298715,140,88,662688000.0,0.0,298716
298716,64,88,662688000.0,0.0,298717
298717,88,234,662688000.0,0.0,298718
298718,234,88,662688000.0,0.0,298719
298719,186,88,662688000.0,0.0,298720
298720,88,186,662688000.0,0.0,298721
298721,163,88,662688000.0,0.0,298722
298722,88,163,662688000.0,0.0,298723
298723,88,16,662688000.0,0.0,298724
298724,243,88,662688000.0,0.0,298725
298725,88,243,662688000.0,0.0,298726
298726,88,111,662688000.0,0.0,298727
298727,111,88,662688000.0,0.0,298728
298728,87,88,662688000.0,0.0,298729
298729,88,87,662688000.0,0.0,298730
298730,14,88,662688000.0,0.0,298731
298731,88,14,662688000.0,0.0,298732
298732,88,115,662688000.0,0.0,298733
298733,115,88,662688000.0,0.0,298734
298734,88,13,662688000.0,0.0,298735
298735,13,88,662688000.0,0.0,298736
298736,11,88,662688000.0,0.0,298737
298737,88,11,662688000.0,0.0,298738
298738,190,88,662688000.0,0.0,298739
298739,85,88,662688000.0,0.0,298740
298740,200,88,662688000.0,0.0,298741
298741,88,200,662688000.0,0.0,298742
298742,88,198,662688000.0,0.0,298743
298743,50,88,662688000.0,0.0,298744
298744,88,50,662688000.0,0.0,298745
298745,88,254,662688000.0,0.0,298746
298746,254,88,662688000.0,0.0,298747
298747,73,88,662688000.0,0.0,298748
298748,88,73,662688000.0,0.0,298749
298749,88,72,662688000.0,0.0,298750
298750,72,88,662688000.0,0.0,298751
298751,88,4,662688000.0,0.0,298752
298752,4,88,662688000.0,0.0,298753
298753,192,88,662688000.0,0.0,298754
298754,88,192,662688000.0,0.0,298755
298755,88,255,662688000.0,0.0,298756
298756,255,88,662688000.0,0.0,298757
298757,86,88,662688000.0,0.0,298758
298758,88,86,662688000.0,0.0,298759
298759,41,88,662688000.0,0.0,298760
298760,88,41,662688000.0,0.0,298761
298761,88,49,662688000.0,0.0,298762
298762,206,88,662688000.0,0.0,298763
298763,126,88,662688000.0,0.0,298764
298764,88,29,662688000.0,0.0,298765
298765,29,88,662688000.0,0.0,298766
298766,145,88,662688000.0,0.0,298767
298767,88,145,662688000.0,0.0,298768
298768,226,88,662688000.0,0.0,298769
298769,88,226,662688000.0,0.0,298770
298770,88,216,662688000.0,0.0,298771
298771,251,88,662688000.0,0.0,298772
298772,88,251,662688000.0,0.0,298773
298773,88,19,662688000.0,0.0,298774
298774,19,88,662688000.0,0.0,298775
298775,97,88,662688000.0,0.0,298776
298776,187,88,662688000.0,0.0,298777
298777,88,187,662688000.0,0.0,298778
298778,88,27,662688000.0,0.0,298779
298779,88,220,662688000.0,0.0,298780
298780,88,98,662688000.0,0.0,298781
298781,131,21,662688000.0,0.0,298782
298782,21,131,662688000.0,0.0,298783
298783,21,71,662688000.0,0.0,298784
298784,215,21,662688000.0,0.0,298785
298785,46,21,662688000.0,0.0,298786
298786,21,139,662688000.0,0.0,298787
298787,17,21,662688000.0,0.0,298788
298788,202,21,662688000.0,0.0,298789
298789,181,21,662688000.0,0.0,298790
298790,21,154,662688000.0,0.0,298791
298791,154,21,662688000.0,0.0,298792
298792,21,223,662688000.0,0.0,298793
298793,223,21,662688000.0,0.0,298794
298794,21,15,662688000.0,0.0,298795
298795,15,21,662688000.0,0.0,298796
298796,21,155,662688000.0,0.0,298797
298797,9,21,662688000.0,0.0,298798
298798,133,21,662688000.0,0.0,298799
298799,21,133,662688000.0,0.0,298800
298800,40,21,662688000.0,0.0,298801
298801,21,40,662688000.0,0.0,298802
298802,241,21,662688000.0,0.0,298803
298803,196,21,662688000.0,0.0,298804
298804,21,196,662688000.0,0.0,298805
298805,81,21,662688000.0,0.0,298806
298806,21,81,662688000.0,0.0,298807
298807,21,106,662688000.0,0.0,298808
298808,106,21,662688000.0,0.0,298809
298809,21,197,662688000.0,0.0,298810
298810,185,21,662688000.0,0.0,298811
298811,21,26,662688000.0,0.0,298812
298812,26,21,662688000.0,0.0,298813
298813,121,21,662688000.0,0.0,298814
298814,21,121,662688000.0,0.0,298815
298815,90,21,662688000.0,0.0,298816
298816,21,82,662688000.0,0.0,298817
298817,82,21,662688000.0,0.0,298818
298818,21,175,662688000.0,0.0,298819
298819,175,21,662688000.0,0.0,298820
298820,6,21,662688000.0,0.0,298821
298821,21,6,662688000.0,0.0,298822
298822,172,21,662688000.0,0.0,298823
298823,21,172,662688000.0,0.0,298824
298824,79,21,662688000.0,0.0,298825
298825,21,147,662688000.0,0.0,298826
298826,147,21,662688000.0,0.0,298827
298827,21,57,662688000.0,0.0,298828
298828,57,21,662688000.0,0.0,298829
298829,21,178,662688000.0,0.0,298830
298830,178,21,662688000.0,0.0,298831
298831,21,227,662688000.0,0.0,298832
298832,113,21,662688000.0,0.0,298833
298833,21,113,662688000.0,0.0,298834
298834,183,21,662688000.0,0.0,298835
298835,21,183,662688000.0,0.0,298836
298836,21,150,662688000.0,0.0,298837
298837,150,21,662688000.0,0.0,298838
298838,21,244,662688000.0,0.0,298839
298839,105,21,662688000.0,0.0,298840
298840,21,105,662688000.0,0.0,298841
298841,21,189,662688000.0,0.0,298842
298842,189,21,662688000.0,0.0,298843
298843,63,21,662688000.0,0.0,298844
298844,21,63,662688000.0,0.0,298845
298845,30,21,662688000.0,0.0,298846
298846,112,21,662688000.0,0.0,298847
298847,21,112,662688000.0,0.0,298848
298848,80,21,662688000.0,0.0,298849
298849,21,80,662688000.0,0.0,298850
298850,21,45,662688000.0,0.0,298851
298851,45,21,662688000.0,0.0,298852
298852,21,143,662688000.0,0.0,298853
298853,143,21,662688000.0,0.0,298854
298854,21,124,662688000.0,0.0,298855
298855,124,21,662688000.0,0.0,298856
298856,21,210,662688000.0,0.0,298857
298857,210,21,662688000.0,0.0,298858
298858,21,3,662688000.0,0.0,298859
298859,3,21,662688000.0,0.0,298860
298860,21,24,662688000.0,0.0,298861
298861,24,21,662688000.0,0.0,298862
298862,21,162,662688000.0,0.0,298863
298863,21,101,662688000.0,0.0,298864
298864,101,21,662688000.0,0.0,298865
298865,21,92,662688000.0,0.0,298866
298866,21,233,662688000.0,0.0,298867
298867,233,21,662688000.0,0.0,298868
298868,21,151,662688000.0,0.0,298869
298869,151,21,662688000.0,0.0,298870
298870,36,21,662688000.0,0.0,298871
298871,33,21,662688000.0,0.0,298872
298872,249,21,662688000.0,0.0,298873
298873,21,249,662688000.0,0.0,298874
298874,44,21,662688000.0,0.0,298875
298875,62,21,662688000.0,0.0,298876
298876,21,62,662688000.0,0.0,298877
298877,171,21,662688000.0,0.0,298878
298878,21,171,662688000.0,0.0,298879
298879,130,21,662688000.0,0.0,298880
298880,21,130,662688000.0,0.0,298881
298881,21,224,662688000.0,0.0,298882
298882,21,138,662688000.0,0.0,298883
298883,138,21,662688000.0,0.0,298884
298884,21,252,662688000.0,0.0,298885
298885,252,21,662688000.0,0.0,298886
298886,21,176,662688000.0,0.0,298887
298887,176,21,662688000.0,0.0,298888
298888,53,21,662688000.0,0.0,298889
298889,54,21,662688000.0,0.0,298890
298890,21,203,662688000.0,0.0,298891
298891,203,21,662688000.0,0.0,298892
298892,20,21,662688000.0,0.0,298893
298893,21,20,662688000.0,0.0,298894
298894,21,78,662688000.0,0.0,298895
298895,78,21,662688000.0,0.0,298896
298896,21,18,662688000.0,0.0,298897
298897,18,21,662688000.0,0.0,298898
298898,160,21,662688000.0,0.0,298899
298899,21,160,662688000.0,0.0,298900
298900,21,8,662688000.0,0.0,298901
298901,8,21,662688000.0,0.0,298902
298902,96,21,662688000.0,0.0,298903
298903,21,96,662688000.0,0.0,298904
298904,21,52,662688000.0,0.0,298905
298905,21,180,662688000.0,0.0,298906
298906,180,21,662688000.0,0.0,298907
298907,21,140,662688000.0,0.0,298908
298908,141,21,662688000.0,0.0,298909
298909,95,21,662688000.0,0.0,298910
298910,21,64,662688000.0,0.0,298911
298911,64,21,662688000.0,0.0,298912
298912,21,234,662688000.0,0.0,298913
298913,234,21,662688000.0,0.0,298914
298914,21,186,662688000.0,0.0,298915
298915,186,21,662688000.0,0.0,298916
298916,21,163,662688000.0,0.0,298917
298917,163,21,662688000.0,0.0,298918
298918,21,16,662688000.0,0.0,298919
298919,21,243,662688000.0,0.0,298920
298920,243,21,662688000.0,0.0,298921
298921,21,111,662688000.0,0.0,298922
298922,111,21,662688000.0,0.0,298923
298923,21,87,662688000.0,0.0,298924
298924,87,21,662688000.0,0.0,298925
298925,21,14,662688000.0,0.0,298926
298926,14,21,662688000.0,0.0,298927
298927,201,21,662688000.0,0.0,298928
298928,21,84,662688000.0,0.0,298929
298929,21,115,662688000.0,0.0,298930
298930,115,21,662688000.0,0.0,298931
298931,13,21,662688000.0,0.0,298932
298932,21,11,662688000.0,0.0,298933
298933,11,21,662688000.0,0.0,298934
298934,190,21,662688000.0,0.0,298935
298935,85,21,662688000.0,0.0,298936
298936,200,21,662688000.0,0.0,298937
298937,21,200,662688000.0,0.0,298938
298938,21,198,662688000.0,0.0,298939
298939,198,21,662688000.0,0.0,298940
298940,21,50,662688000.0,0.0,298941
298941,50,21,662688000.0,0.0,298942
298942,254,21,662688000.0,0.0,298943
298943,21,254,662688000.0,0.0,298944
298944,73,21,662688000.0,0.0,298945
298945,21,73,662688000.0,0.0,298946
298946,72,21,662688000.0,0.0,298947
298947,21,72,662688000.0,0.0,298948
298948,4,21,662688000.0,0.0,298949
298949,21,4,662688000.0,0.0,298950
298950,104,21,662688000.0,0.0,298951
298951,21,192,662688000.0,0.0,298952
298952,192,21,662688000.0,0.0,298953
298953,255,21,662688000.0,0.0,298954
298954,21,255,662688000.0,0.0,298955
298955,21,86,662688000.0,0.0,298956
298956,86,21,662688000.0,0.0,298957
298957,61,21,662688000.0,0.0,298958
298958,21,41,662688000.0,0.0,298959
298959,41,21,662688000.0,0.0,298960
298960,49,21,662688000.0,0.0,298961
298961,21,49,662688000.0,0.0,298962
298962,206,21,662688000.0,0.0,298963
298963,21,206,662688000.0,0.0,298964
298964,21,126,662688000.0,0.0,298965
298965,126,21,662688000.0,0.0,298966
298966,51,21,662688000.0,0.0,298967
298967,21,51,662688000.0,0.0,298968
298968,21,22,662688000.0,0.0,298969
298969,22,21,662688000.0,0.0,298970
298970,29,21,662688000.0,0.0,298971
298971,21,29,662688000.0,0.0,298972
298972,21,145,662688000.0,0.0,298973
298973,145,21,662688000.0,0.0,298974
298974,226,21,662688000.0,0.0,298975
298975,21,226,662688000.0,0.0,298976
298976,216,21,662688000.0,0.0,298977
298977,21,216,662688000.0,0.0,298978
298978,251,21,662688000.0,0.0,298979
298979,21,251,662688000.0,0.0,298980
298980,21,19,662688000.0,0.0,298981
298981,19,21,662688000.0,0.0,298982
298982,97,21,662688000.0,0.0,298983
298983,21,97,662688000.0,0.0,298984
298984,114,21,662688000.0,0.0,298985
298985,21,114,662688000.0,0.0,298986
298986,174,21,662688000.0,0.0,298987
298987,21,174,662688000.0,0.0,298988
298988,187,21,662688000.0,0.0,298989
298989,21,187,662688000.0,0.0,298990
298990,21,27,662688000.0,0.0,298991
298991,21,98,662688000.0,0.0,298992
298992,71,9,662688000.0,0.0,298993
298993,215,9,662688000.0,0.0,298994
298994,56,9,662688000.0,0.0,298995
298995,5,9,662688000.0,0.0,298996
298996,134,9,662688000.0,0.0,298997
298997,202,9,662688000.0,0.0,298998
298998,93,9,662688000.0,0.0,298999
298999,154,9,662688000.0,0.0,299000
299000,34,9,662688000.0,0.0,299001
299001,223,9,662688000.0,0.0,299002
299002,88,9,662688000.0,0.0,299003
299003,9,9,662688000.0,0.0,299004
299004,133,9,662688000.0,0.0,299005
299005,241,9,662688000.0,0.0,299006
299006,196,9,662688000.0,0.0,299007
299007,197,9,662688000.0,0.0,299008
299008,121,9,662688000.0,0.0,299009
299009,175,9,662688000.0,0.0,299010
299010,6,9,662688000.0,0.0,299011
299011,172,9,662688000.0,0.0,299012
299012,227,9,662688000.0,0.0,299013
299013,113,9,662688000.0,0.0,299014
299014,183,9,662688000.0,0.0,299015
299015,105,9,662688000.0,0.0,299016
299016,63,9,662688000.0,0.0,299017
299017,112,9,662688000.0,0.0,299018
299018,143,9,662688000.0,0.0,299019
299019,124,9,662688000.0,0.0,299020
299020,24,9,662688000.0,0.0,299021
299021,151,9,662688000.0,0.0,299022
299022,249,9,662688000.0,0.0,299023
299023,62,9,662688000.0,0.0,299024
299024,252,9,662688000.0,0.0,299025
299025,54,9,662688000.0,0.0,299026
299026,20,9,662688000.0,0.0,299027
299027,78,9,662688000.0,0.0,299028
299028,160,9,662688000.0,0.0,299029
299029,96,9,662688000.0,0.0,299030
299030,180,9,662688000.0,0.0,299031
299031,140,9,662688000.0,0.0,299032
299032,95,9,662688000.0,0.0,299033
299033,64,9,662688000.0,0.0,299034
299034,186,9,662688000.0,0.0,299035
299035,163,9,662688000.0,0.0,299036
299036,243,9,662688000.0,0.0,299037
299037,87,9,662688000.0,0.0,299038
299038,14,9,662688000.0,0.0,299039
299039,201,9,662688000.0,0.0,299040
299040,115,9,662688000.0,0.0,299041
299041,13,9,662688000.0,0.0,299042
299042,85,9,662688000.0,0.0,299043
299043,200,9,662688000.0,0.0,299044
299044,254,9,662688000.0,0.0,299045
299045,73,9,662688000.0,0.0,299046
299046,72,9,662688000.0,0.0,299047
299047,255,9,662688000.0,0.0,299048
299048,86,9,662688000.0,0.0,299049
299049,41,9,662688000.0,0.0,299050
299050,206,9,662688000.0,0.0,299051
299051,126,9,662688000.0,0.0,299052
299052,22,9,662688000.0,0.0,299053
299053,29,9,662688000.0,0.0,299054
299054,145,9,662688000.0,0.0,299055
299055,226,9,662688000.0,0.0,299056
299056,216,9,662688000.0,0.0,299057
299057,251,9,662688000.0,0.0,299058
299058,19,9,662688000.0,0.0,299059
299059,97,9,662688000.0,0.0,299060
299060,187,9,662688000.0,0.0,299061
299061,133,131,662688000.0,0.0,299062
299062,131,133,662688000.0,0.0,299063
299063,218,133,662688000.0,0.0,299064
299064,133,37,662688000.0,0.0,299065
299065,71,133,662688000.0,0.0,299066
299066,133,71,662688000.0,0.0,299067
299067,215,133,662688000.0,0.0,299068
299068,133,215,662688000.0,0.0,299069
299069,5,133,662688000.0,0.0,299070
299070,133,110,662688000.0,0.0,299071
299071,139,133,662688000.0,0.0,299072
299072,149,133,662688000.0,0.0,299073
299073,133,149,662688000.0,0.0,299074
299074,133,167,662688000.0,0.0,299075
299075,17,133,662688000.0,0.0,299076
299076,133,17,662688000.0,0.0,299077
299077,133,1,662688000.0,0.0,299078
299078,1,133,662688000.0,0.0,299079
299079,133,91,662688000.0,0.0,299080
299080,202,133,662688000.0,0.0,299081
299081,133,231,662688000.0,0.0,299082
299082,133,166,662688000.0,0.0,299083
299083,133,154,662688000.0,0.0,299084
299084,154,133,662688000.0,0.0,299085
299085,223,133,662688000.0,0.0,299086
299086,133,223,662688000.0,0.0,299087
299087,15,133,662688000.0,0.0,299088
299088,133,15,662688000.0,0.0,299089
299089,133,155,662688000.0,0.0,299090
299090,133,38,662688000.0,0.0,299091
299091,133,2,662688000.0,0.0,299092
299092,40,133,662688000.0,0.0,299093
299093,133,40,662688000.0,0.0,299094
299094,241,133,662688000.0,0.0,299095
299095,133,241,662688000.0,0.0,299096
299096,196,133,662688000.0,0.0,299097
299097,133,196,662688000.0,0.0,299098
299098,133,81,662688000.0,0.0,299099
299099,81,133,662688000.0,0.0,299100
299100,133,152,662688000.0,0.0,299101
299101,133,106,662688000.0,0.0,299102
299102,106,133,662688000.0,0.0,299103
299103,133,197,662688000.0,0.0,299104
299104,185,133,662688000.0,0.0,299105
299105,133,185,662688000.0,0.0,299106
299106,133,142,662688000.0,0.0,299107
299107,133,217,662688000.0,0.0,299108
299108,217,133,662688000.0,0.0,299109
299109,133,235,662688000.0,0.0,299110
299110,133,26,662688000.0,0.0,299111
299111,26,133,662688000.0,0.0,299112
299112,121,133,662688000.0,0.0,299113
299113,133,121,662688000.0,0.0,299114
299114,133,208,662688000.0,0.0,299115
299115,208,133,662688000.0,0.0,299116
299116,133,90,662688000.0,0.0,299117
299117,90,133,662688000.0,0.0,299118
299118,133,188,662688000.0,0.0,299119
299119,133,82,662688000.0,0.0,299120
299120,82,133,662688000.0,0.0,299121
299121,175,133,662688000.0,0.0,299122
299122,133,175,662688000.0,0.0,299123
299123,133,6,662688000.0,0.0,299124
299124,6,133,662688000.0,0.0,299125
299125,133,172,662688000.0,0.0,299126
299126,172,133,662688000.0,0.0,299127
299127,133,236,662688000.0,0.0,299128
299128,236,133,662688000.0,0.0,299129
299129,156,133,662688000.0,0.0,299130
299130,133,156,662688000.0,0.0,299131
299131,133,32,662688000.0,0.0,299132
299132,32,133,662688000.0,0.0,299133
299133,133,79,662688000.0,0.0,299134
299134,79,133,662688000.0,0.0,299135
299135,133,147,662688000.0,0.0,299136
299136,147,133,662688000.0,0.0,299137
299137,133,205,662688000.0,0.0,299138
299138,120,133,662688000.0,0.0,299139
299139,133,120,662688000.0,0.0,299140
299140,133,100,662688000.0,0.0,299141
299141,57,133,662688000.0,0.0,299142
299142,133,57,662688000.0,0.0,299143
299143,133,178,662688000.0,0.0,299144
299144,178,133,662688000.0,0.0,299145
299145,133,227,662688000.0,0.0,299146
299146,227,133,662688000.0,0.0,299147
299147,113,133,662688000.0,0.0,299148
299148,133,113,662688000.0,0.0,299149
299149,183,133,662688000.0,0.0,299150
299150,133,183,662688000.0,0.0,299151
299151,150,133,662688000.0,0.0,299152
299152,133,150,662688000.0,0.0,299153
299153,133,244,662688000.0,0.0,299154
299154,133,105,662688000.0,0.0,299155
299155,105,133,662688000.0,0.0,299156
299156,189,133,662688000.0,0.0,299157
299157,133,189,662688000.0,0.0,299158
299158,63,133,662688000.0,0.0,299159
299159,133,63,662688000.0,0.0,299160
299160,133,30,662688000.0,0.0,299161
299161,30,133,662688000.0,0.0,299162
299162,112,133,662688000.0,0.0,299163
299163,133,112,662688000.0,0.0,299164
299164,80,133,662688000.0,0.0,299165
299165,133,80,662688000.0,0.0,299166
299166,133,45,662688000.0,0.0,299167
299167,45,133,662688000.0,0.0,299168
299168,143,133,662688000.0,0.0,299169
299169,133,143,662688000.0,0.0,299170
299170,133,124,662688000.0,0.0,299171
299171,124,133,662688000.0,0.0,299172
299172,133,210,662688000.0,0.0,299173
299173,173,133,662688000.0,0.0,299174
299174,133,173,662688000.0,0.0,299175
299175,133,3,662688000.0,0.0,299176
299176,3,133,662688000.0,0.0,299177
299177,24,133,662688000.0,0.0,299178
299178,133,24,662688000.0,0.0,299179
299179,133,101,662688000.0,0.0,299180
299180,133,92,662688000.0,0.0,299181
299181,233,133,662688000.0,0.0,299182
299182,133,233,662688000.0,0.0,299183
299183,133,151,662688000.0,0.0,299184
299184,151,133,662688000.0,0.0,299185
299185,36,133,662688000.0,0.0,299186
299186,133,36,662688000.0,0.0,299187
299187,33,133,662688000.0,0.0,299188
299188,133,33,662688000.0,0.0,299189
299189,249,133,662688000.0,0.0,299190
299190,133,249,662688000.0,0.0,299191
299191,133,238,662688000.0,0.0,299192
299192,133,44,662688000.0,0.0,299193
299193,133,62,662688000.0,0.0,299194
299194,133,245,662688000.0,0.0,299195
299195,133,171,662688000.0,0.0,299196
299196,171,133,662688000.0,0.0,299197
299197,133,130,662688000.0,0.0,299198
299198,130,133,662688000.0,0.0,299199
299199,224,133,662688000.0,0.0,299200
299200,133,224,662688000.0,0.0,299201
299201,138,133,662688000.0,0.0,299202
299202,133,138,662688000.0,0.0,299203
299203,133,164,662688000.0,0.0,299204
299204,133,252,662688000.0,0.0,299205
299205,252,133,662688000.0,0.0,299206
299206,133,176,662688000.0,0.0,299207
299207,176,133,662688000.0,0.0,299208
299208,133,53,662688000.0,0.0,299209
299209,54,133,662688000.0,0.0,299210
299210,133,54,662688000.0,0.0,299211
299211,133,77,662688000.0,0.0,299212
299212,203,133,662688000.0,0.0,299213
299213,133,203,662688000.0,0.0,299214
299214,20,133,662688000.0,0.0,299215
299215,133,20,662688000.0,0.0,299216
299216,133,107,662688000.0,0.0,299217
299217,133,31,662688000.0,0.0,299218
299218,133,78,662688000.0,0.0,299219
299219,78,133,662688000.0,0.0,299220
299220,18,133,662688000.0,0.0,299221
299221,133,18,662688000.0,0.0,299222
299222,133,7,662688000.0,0.0,299223
299223,133,160,662688000.0,0.0,299224
299224,133,8,662688000.0,0.0,299225
299225,8,133,662688000.0,0.0,299226
299226,133,96,662688000.0,0.0,299227
299227,96,133,662688000.0,0.0,299228
299228,133,52,662688000.0,0.0,299229
299229,52,133,662688000.0,0.0,299230
299230,180,133,662688000.0,0.0,299231
299231,133,180,662688000.0,0.0,299232
299232,133,23,662688000.0,0.0,299233
299233,133,140,662688000.0,0.0,299234
299234,140,133,662688000.0,0.0,299235
299235,141,133,662688000.0,0.0,299236
299236,133,141,662688000.0,0.0,299237
299237,133,95,662688000.0,0.0,299238
299238,64,133,662688000.0,0.0,299239
299239,133,64,662688000.0,0.0,299240
299240,234,133,662688000.0,0.0,299241
299241,133,234,662688000.0,0.0,299242
299242,133,186,662688000.0,0.0,299243
299243,186,133,662688000.0,0.0,299244
299244,133,163,662688000.0,0.0,299245
299245,163,133,662688000.0,0.0,299246
299246,133,16,662688000.0,0.0,299247
299247,243,133,662688000.0,0.0,299248
299248,133,243,662688000.0,0.0,299249
299249,133,111,662688000.0,0.0,299250
299250,111,133,662688000.0,0.0,299251
299251,133,87,662688000.0,0.0,299252
299252,87,133,662688000.0,0.0,299253
299253,14,133,662688000.0,0.0,299254
299254,133,14,662688000.0,0.0,299255
299255,201,133,662688000.0,0.0,299256
299256,133,239,662688000.0,0.0,299257
299257,133,102,662688000.0,0.0,299258
299258,133,253,662688000.0,0.0,299259
299259,133,211,662688000.0,0.0,299260
299260,133,115,662688000.0,0.0,299261
299261,115,133,662688000.0,0.0,299262
299262,133,13,662688000.0,0.0,299263
299263,11,133,662688000.0,0.0,299264
299264,133,11,662688000.0,0.0,299265
299265,190,133,662688000.0,0.0,299266
299266,133,190,662688000.0,0.0,299267
299267,133,85,662688000.0,0.0,299268
299268,133,200,662688000.0,0.0,299269
299269,200,133,662688000.0,0.0,299270
299270,198,133,662688000.0,0.0,299271
299271,133,198,662688000.0,0.0,299272
299272,133,50,662688000.0,0.0,299273
299273,50,133,662688000.0,0.0,299274
299274,135,133,662688000.0,0.0,299275
299275,133,25,662688000.0,0.0,299276
299276,254,133,662688000.0,0.0,299277
299277,133,254,662688000.0,0.0,299278
299278,73,133,662688000.0,0.0,299279
299279,133,73,662688000.0,0.0,299280
299280,72,133,662688000.0,0.0,299281
299281,133,72,662688000.0,0.0,299282
299282,133,4,662688000.0,0.0,299283
299283,4,133,662688000.0,0.0,299284
299284,133,104,662688000.0,0.0,299285
299285,192,133,662688000.0,0.0,299286
299286,133,192,662688000.0,0.0,299287
299287,255,133,662688000.0,0.0,299288
299288,133,255,662688000.0,0.0,299289
299289,86,133,662688000.0,0.0,299290
299290,133,86,662688000.0,0.0,299291
299291,133,61,662688000.0,0.0,299292
299292,41,133,662688000.0,0.0,299293
299293,133,41,662688000.0,0.0,299294
299294,49,133,662688000.0,0.0,299295
299295,133,49,662688000.0,0.0,299296
299296,133,144,662688000.0,0.0,299297
299297,133,206,662688000.0,0.0,299298
299298,206,133,662688000.0,0.0,299299
299299,126,133,662688000.0,0.0,299300
299300,133,126,662688000.0,0.0,299301
299301,133,51,662688000.0,0.0,299302
299302,133,117,662688000.0,0.0,299303
299303,22,133,662688000.0,0.0,299304
299304,133,22,662688000.0,0.0,299305
299305,133,29,662688000.0,0.0,299306
299306,29,133,662688000.0,0.0,299307
299307,133,145,662688000.0,0.0,299308
299308,145,133,662688000.0,0.0,299309
299309,226,133,662688000.0,0.0,299310
299310,133,226,662688000.0,0.0,299311
299311,216,133,662688000.0,0.0,299312
299312,133,216,662688000.0,0.0,299313
299313,251,133,662688000.0,0.0,299314
299314,133,251,662688000.0,0.0,299315
299315,133,19,662688000.0,0.0,299316
299316,19,133,662688000.0,0.0,299317
299317,97,133,662688000.0,0.0,299318
299318,133,97,662688000.0,0.0,299319
299319,133,114,662688000.0,0.0,299320
299320,133,174,662688000.0,0.0,299321
299321,174,133,662688000.0,0.0,299322
299322,187,133,662688000.0,0.0,299323
299323,133,187,662688000.0,0.0,299324
299324,133,27,662688000.0,0.0,299325
299325,27,133,662688000.0,0.0,299326
299326,133,220,662688000.0,0.0,299327
299327,220,133,662688000.0,0.0,299328
299328,133,98,662688000.0,0.0,299329
299329,98,133,662688000.0,0.0,299330
299330,127,2,662688000.0,0.0,299331
299331,37,2,662688000.0,0.0,299332
299332,2,215,662688000.0,0.0,299333
299333,215,2,662688000.0,0.0,299334
299334,169,2,662688000.0,0.0,299335
299335,177,2,662688000.0,0.0,299336
299336,2,149,662688000.0,0.0,299337
299337,149,2,662688000.0,0.0,299338
299338,166,2,662688000.0,0.0,299339
299339,40,2,662688000.0,0.0,299340
299340,241,2,662688000.0,0.0,299341
299341,197,2,662688000.0,0.0,299342
299342,26,2,662688000.0,0.0,299343
299343,121,2,662688000.0,0.0,299344
299344,2,121,662688000.0,0.0,299345
299345,175,2,662688000.0,0.0,299346
299346,2,156,662688000.0,0.0,299347
299347,156,2,662688000.0,0.0,299348
299348,79,2,662688000.0,0.0,299349
299349,120,2,662688000.0,0.0,299350
299350,2,120,662688000.0,0.0,299351
299351,57,2,662688000.0,0.0,299352
299352,113,2,662688000.0,0.0,299353
299353,183,2,662688000.0,0.0,299354
299354,2,183,662688000.0,0.0,299355
299355,150,2,662688000.0,0.0,299356
299356,105,2,662688000.0,0.0,299357
299357,63,2,662688000.0,0.0,299358
299358,30,2,662688000.0,0.0,299359
299359,2,30,662688000.0,0.0,299360
299360,80,2,662688000.0,0.0,299361
299361,130,2,662688000.0,0.0,299362
299362,2,164,662688000.0,0.0,299363
299363,20,2,662688000.0,0.0,299364
299364,2,107,662688000.0,0.0,299365
299365,107,2,662688000.0,0.0,299366
299366,140,2,662688000.0,0.0,299367
299367,64,2,662688000.0,0.0,299368
299368,163,2,662688000.0,0.0,299369
299369,2,239,662688000.0,0.0,299370
299370,239,2,662688000.0,0.0,299371
299371,102,2,662688000.0,0.0,299372
299372,2,102,662688000.0,0.0,299373
299373,211,2,662688000.0,0.0,299374
299374,2,211,662688000.0,0.0,299375
299375,182,2,662688000.0,0.0,299376
299376,190,2,662688000.0,0.0,299377
299377,200,2,662688000.0,0.0,299378
299378,254,2,662688000.0,0.0,299379
299379,73,2,662688000.0,0.0,299380
299380,72,2,662688000.0,0.0,299381
299381,255,2,662688000.0,0.0,299382
299382,41,2,662688000.0,0.0,299383
